feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,target
f15,f20,f35,f4430,f5271,f60,item1,item15,item17
f15,f20,f35,f4430,f5271,f60,item17,item1,item17
f15,f20,f35,f4430,f5271,f60,item17,item17,item1
f15,f20,f35,f4430,f5271,f60,item1,item17,item1
f15,f20,f35,f4430,f5271,f60,item1,item1,item1
f15,f20,f35,f4430,f5271,f60,item1,item1,item1
f15,f20,f35,f4430,f5271,f60,item1,item1,item1
f15,f20,f35,f4430,f5271,f60,item1,item1,item1
f15,f20,f35,f4430,f5271,f60,item1,item1,item1
f15,f20,f35,f4430,f5271,f60,item1,item1,item16
f15,f20,f35,f4430,f5271,f60,item16,item1,item16
f15,f20,f35,f4430,f5271,f60,item16,item16,item1
f15,f20,f35,f4430,f5271,f60,item1,item16,item27
f15,f20,f35,f4430,f5271,f60,item27,item1,item1
f15,f20,f35,f4430,f5271,f60,item1,item27,item1
f15,f20,f35,f4430,f5271,f60,item1,item1,item1
f15,f20,f35,f4430,f5271,f60,item1,item1,item1
f15,f20,f35,f4430,f5271,f60,item1,item1,item29
f15,f20,f35,f4430,f5271,f60,item29,item1,item27
f15,f20,f35,f4430,f5271,f60,item27,item29,item1
f15,f20,f35,f4430,f5271,f60,item1,item27,item27
f15,f20,f35,f4430,f5271,f60,item27,item1,item29
f15,f20,f35,f4430,f5271,f60,item29,item27,item29
f15,f20,f35,f4430,f5271,f60,item29,item29,item27
f15,f20,f35,f4430,f5271,f60,item27,item29,item17
f15,f20,f35,f4430,f5271,f60,item17,item27,item17
f15,f20,f35,f4430,f5271,f60,item17,item17,item1
f15,f20,f35,f4430,f5271,f60,item1,item17,item15
f15,f20,f35,f4430,f5271,f60,item15,item1,item21
f15,f20,f35,f4430,f5271,f60,item21,item15,item21
f15,f20,f35,f4430,f5271,f60,item21,item21,item20
f15,f20,f35,f4430,f5271,f60,item20,item21,item20
f15,f20,f35,f4430,f5271,f60,item20,item20,item21
f15,f20,f35,f4430,f5271,f60,item21,item20,item20
f15,f20,f35,f4430,f5271,f60,item20,item21,item21
f15,f20,f35,f4430,f5271,f60,item21,item20,item88
f15,f20,f35,f4430,f5271,f60,item88,item21,item15
f15,f20,f35,f4430,f5271,f60,item15,item88,item1
f15,f20,f35,f4430,f5271,f60,item1,item15,item1
f15,f20,f35,f4430,f5271,f60,item1,item1,item27
f15,f20,f35,f4430,f5271,f60,item27,item1,item29
f15,f20,f35,f4430,f5271,f60,item29,item27,item17
f15,f20,f35,f4430,f5271,f60,item17,item29,item1
f15,f20,f35,f4430,f5271,f60,item1,item17,item15
f15,f20,f35,f4430,f5271,f60,item15,item1,item1
f15,f20,f35,f4430,f5271,f60,item1,item15,item3
f15,f20,f35,f4430,f5271,f60,item3,item1,item3
f15,f20,f35,f4430,f5271,f60,item3,item3,item3
f15,f20,f35,f4430,f5271,f60,item3,item3,item64
f15,f20,f35,f4430,f5271,f60,item64,item3,item1
f15,f20,f35,f4430,f5271,f60,item1,item64,item64
f15,f20,f35,f4430,f5271,f60,item64,item1,item21
f15,f20,f35,f4430,f5271,f60,item21,item64,item20
f15,f20,f35,f4430,f5271,f60,item20,item21,item20
f15,f20,f35,f4430,f5271,f60,item20,item20,item21
f15,f20,f35,f4430,f5271,f60,item21,item20,item15
f15,f20,f35,f4430,f5271,f60,item15,item21,item1
f15,f20,f35,f4430,f5271,f60,item1,item15,item17
f15,f20,f35,f4430,f5271,f60,item17,item1,item1
f15,f20,f35,f4430,f5271,f60,item1,item17,item27
f15,f20,f35,f4430,f5271,f60,item27,item1,item27
f15,f20,f35,f4430,f5271,f60,item27,item27,item29
f15,f20,f35,f4430,f5271,f60,item29,item27,item27
f15,f20,f35,f4430,f5271,f60,item27,item29,item29
f15,f20,f35,f4430,f5271,f60,item29,item27,item31
f15,f20,f35,f4430,f5271,f60,item31,item29,item17
f15,f20,f35,f4430,f5271,f60,item17,item31,item15
f15,f20,f35,f4430,f5271,f60,item15,item17,item1
f15,f20,f35,f4430,f5271,f60,item1,item15,item27
f15,f20,f35,f4430,f5271,f60,item27,item1,item27
f15,f20,f35,f4430,f5271,f60,item27,item27,item27
f15,f20,f35,f4430,f5271,f60,item27,item27,item29
f15,f20,f35,f4430,f5271,f60,item29,item27,item15
f15,f20,f35,f4430,f5271,f60,item15,item29,item15
f15,f20,f35,f4430,f5271,f60,item15,item15,item15
f15,f20,f35,f4430,f5271,f60,item15,item15,item1
f15,f20,f35,f4430,f5271,f60,item1,item15,item1
f15,f20,f35,f4430,f5271,f60,item1,item1,item15
f15,f20,f35,f4430,f5271,f60,item15,item1,item1
f15,f20,f35,f4430,f5271,f60,item1,item15,item21
f15,f20,f35,f4430,f5271,f60,item21,item1,item24
f15,f20,f35,f4430,f5271,f60,item24,item21,item20
f15,f20,f35,f4430,f5271,f60,item20,item24,item17
f15,f20,f35,f4430,f5271,f60,item17,item20,item20
f15,f20,f35,f4430,f5271,f60,item20,item17,item17
f15,f20,f35,f4430,f5271,f60,item17,item20,item1
f15,f20,f35,f4430,f5271,f60,item1,item17,item2
f15,f20,f35,f4430,f5271,f60,item2,item1,item17
f15,f20,f35,f4430,f5271,f60,item17,item2,item15
f15,f20,f35,f4430,f5271,f60,item15,item17,item2
f15,f20,f35,f4430,f5271,f60,item2,item15,item1
f15,f20,f35,f4430,f5271,f60,item1,item2,item20
f15,f20,f35,f4430,f5271,f60,item20,item1,item21
f15,f20,f35,f4430,f5271,f60,item21,item20,item1
f15,f20,f35,f4430,f5271,f60,item1,item21,item133
f15,f20,f35,f4430,f5271,f60,item133,item1,item128
f15,f20,f35,f4430,f5271,f60,item128,item133,item129
f15,f20,f35,f4430,f5271,f60,item129,item128,item17
f15,f20,f35,f4430,f5271,f60,item17,item129,item17
f15,f20,f35,f4430,f5271,f60,item17,item17,item17
f15,f20,f35,f4430,f5271,f60,item17,item17,item24
f15,f20,f35,f4430,f5271,f60,item24,item17,item21
f15,f20,f35,f4430,f5271,f60,item21,item24,item88
f15,f20,f35,f4430,f5271,f60,item88,item21,item21
f15,f20,f35,f4430,f5271,f60,item21,item88,item56
f15,f20,f35,f4430,f5271,f60,item56,item21,item1
f15,f20,f35,f4430,f5271,f60,item1,item56,item15
f15,f20,f35,f4430,f5271,f60,item15,item1,item88
f15,f20,f35,f4430,f5271,f60,item88,item15,item20
f15,f20,f35,f4430,f5271,f60,item20,item88,item21
f15,f20,f35,f4430,f5271,f60,item21,item20,item1
f15,f20,f35,f4430,f5271,f60,item1,item21,item1
f15,f20,f35,f4430,f5271,f60,item1,item1,item27
f15,f20,f35,f4430,f5271,f60,item27,item1,item78
f15,f20,f35,f4430,f5271,f60,item78,item27,item52
f15,f20,f35,f4430,f5271,f60,item52,item78,item78
f15,f20,f35,f4430,f5271,f60,item78,item52,item58
f15,f20,f35,f4430,f5271,f60,item58,item78,item75
f15,f20,f35,f4430,f5271,f60,item75,item58,item132
f15,f20,f35,f4430,f5271,f60,item132,item75,item58
f15,f20,f35,f4430,f5271,f60,item58,item132,item71
f15,f20,f35,f4430,f5271,f60,item71,item58,item25
f1178,f20,f3336,f4431,f5272,f60,item0,item0,item41
f1143,f20,f3337,f4432,f5200,f60,item0,item0,item47
f137,f20,f3286,f4433,f5239,f60,item0,item0,item17
f1170,f20,f3338,f4434,f5192,f60,item0,item0,item5
f1170,f20,f3338,f4434,f5192,f60,item5,item0,item47
f1170,f20,f3338,f4434,f5192,f60,item47,item5,item102
f1170,f20,f3338,f4434,f5192,f60,item102,item47,item26
f1170,f20,f3338,f4434,f5192,f60,item26,item102,item5
f1170,f20,f3338,f4434,f5192,f60,item5,item26,item37
f1170,f20,f3338,f4434,f5192,f60,item37,item5,item38
f1170,f20,f3338,f4434,f5192,f60,item38,item37,item48
f1170,f20,f3338,f4434,f5192,f60,item48,item38,item48
f1170,f20,f3338,f4434,f5192,f60,item48,item48,item2
f1170,f20,f3338,f4434,f5192,f60,item2,item48,item37
f1170,f20,f3338,f4434,f5192,f60,item37,item2,item25
f1170,f20,f3338,f4434,f5192,f60,item25,item37,item20
f1170,f20,f3338,f4434,f5192,f60,item20,item25,item56
f1170,f20,f3338,f4434,f5192,f60,item56,item20,item20
f1170,f20,f3338,f4434,f5192,f60,item20,item56,item102
f1170,f20,f3338,f4434,f5192,f60,item102,item20,item47
f1170,f20,f3338,f4434,f5192,f60,item47,item102,item37
f1170,f20,f3338,f4434,f5192,f60,item37,item47,item48
f1170,f20,f3338,f4434,f5192,f60,item48,item37,item15
f1170,f20,f3338,f4434,f5192,f60,item15,item48,item15
f1170,f20,f3338,f4434,f5192,f60,item15,item15,item1
f1170,f20,f3338,f4434,f5192,f60,item1,item15,item1
f1170,f20,f3338,f4434,f5192,f60,item1,item1,item20
f1170,f20,f3338,f4434,f5192,f60,item20,item1,item21
f1170,f20,f3338,f4434,f5192,f60,item21,item20,item20
f1170,f20,f3338,f4434,f5192,f60,item20,item21,item24
f1170,f20,f3338,f4434,f5192,f60,item24,item20,item22
f1170,f20,f3338,f4434,f5192,f60,item22,item24,item2
f1170,f20,f3338,f4434,f5192,f60,item2,item22,item23
f1170,f20,f3338,f4434,f5192,f60,item23,item2,item2
f1170,f20,f3338,f4434,f5192,f60,item2,item23,item17
f1170,f20,f3338,f4434,f5192,f60,item17,item2,item2
f1170,f20,f3338,f4434,f5192,f60,item2,item17,item2
f1170,f20,f3338,f4434,f5192,f60,item2,item2,item20
f1170,f20,f3338,f4434,f5192,f60,item20,item2,item20
f1170,f20,f3338,f4434,f5192,f60,item20,item20,item24
f1170,f20,f3338,f4434,f5192,f60,item24,item20,item7
f1170,f20,f3338,f4434,f5192,f60,item7,item24,item1
f1170,f20,f3338,f4434,f5192,f60,item1,item7,item25
f1170,f20,f3338,f4434,f5192,f60,item25,item1,item17
f1170,f20,f3338,f4434,f5192,f60,item17,item25,item17
f1170,f20,f3338,f4434,f5192,f60,item17,item17,item17
f1170,f20,f3338,f4434,f5192,f60,item17,item17,item17
f1170,f20,f3338,f4434,f5192,f60,item17,item17,item108
f1170,f20,f3338,f4434,f5192,f60,item108,item17,item25
f1170,f20,f3338,f4434,f5192,f60,item25,item108,item25
f1170,f20,f3338,f4434,f5192,f60,item25,item25,item37
f1170,f20,f3338,f4434,f5192,f60,item37,item25,item37
f1170,f20,f3338,f4434,f5192,f60,item37,item37,item38
f1170,f20,f3338,f4434,f5192,f60,item38,item37,item37
f1170,f20,f3338,f4434,f5192,f60,item37,item38,item48
f1170,f20,f3338,f4434,f5192,f60,item48,item37,item37
f1170,f20,f3338,f4434,f5192,f60,item37,item48,item40
f1170,f20,f3338,f4434,f5192,f60,item40,item37,item16
f1170,f20,f3338,f4434,f5192,f60,item16,item40,item88
f1170,f20,f3338,f4434,f5192,f60,item88,item16,item20
f1170,f20,f3338,f4434,f5192,f60,item20,item88,item20
f145,f28,f360,f461,f555,f60,item0,item0,item16
f145,f28,f360,f461,f555,f60,item16,item0,item21
f145,f28,f360,f461,f555,f60,item21,item16,item37
f145,f28,f360,f461,f555,f60,item37,item21,item48
f145,f28,f360,f461,f555,f60,item48,item37,item37
f145,f28,f360,f461,f555,f60,item37,item48,item48
f145,f28,f360,f461,f555,f60,item48,item37,item37
f145,f28,f360,f461,f555,f60,item37,item48,item37
f145,f28,f360,f461,f555,f60,item37,item37,item48
f145,f28,f360,f461,f555,f60,item48,item37,item48
f145,f28,f360,f461,f555,f60,item48,item48,item48
f145,f28,f360,f461,f555,f60,item0,item0,item16
f1179,f20,f3339,f4435,f541,f60,item0,item0,item153
f1179,f20,f3339,f4435,f541,f60,item153,item0,item54
f1179,f20,f3339,f4435,f541,f60,item54,item153,item54
f1179,f20,f3339,f4435,f541,f60,item54,item54,item154
f1179,f20,f3339,f4435,f541,f60,item154,item54,item54
f143,f20,f384,f4436,f5156,f60,item0,item0,item27
f143,f20,f384,f4436,f5156,f60,item27,item0,item28
f143,f20,f384,f4436,f5156,f60,item28,item27,item27
f1170,f20,f3340,f4437,f5273,f60,item0,item0,item27
f1180,f20,f3341,f4438,f564,f60,item0,item0,item37
f1180,f20,f3341,f4438,f564,f60,item37,item0,item48
f1180,f20,f3341,f4438,f564,f60,item48,item37,item37
f1180,f20,f3341,f4438,f564,f60,item37,item48,item124
f1180,f20,f3341,f4438,f564,f60,item124,item37,item50
f1180,f20,f3341,f4438,f564,f60,item50,item124,item13
f1180,f20,f3341,f4438,f564,f60,item13,item50,item12
f1180,f20,f3341,f4438,f564,f60,item12,item13,item11
f1180,f20,f3341,f4438,f564,f60,item11,item12,item86
f1180,f20,f3341,f4438,f564,f60,item86,item11,item11
f1180,f20,f3341,f4438,f564,f60,item11,item86,item35
f1180,f20,f3341,f4438,f564,f60,item35,item11,item7
f1180,f20,f3341,f4438,f564,f60,item7,item35,item43
f1180,f20,f3341,f4438,f564,f60,item43,item7,item7
f1180,f20,f3341,f4438,f564,f60,item7,item43,item37
f1180,f20,f3341,f4438,f564,f60,item37,item7,item48
f1180,f20,f3341,f4438,f564,f60,item48,item37,item37
f1180,f20,f3341,f4438,f564,f60,item37,item48,item37
f1180,f20,f3341,f4438,f564,f60,item37,item37,item37
f1180,f20,f3341,f4438,f564,f60,item37,item37,item48
f1180,f20,f3341,f4438,f564,f60,item48,item37,item48
f1180,f20,f3341,f4438,f564,f60,item48,item48,item37
f1180,f20,f3341,f4438,f564,f60,item37,item48,item18
f183,f20,f3342,f4439,f5168,f60,item0,item0,item17
f183,f20,f3342,f4439,f5168,f60,item17,item0,item64
f183,f20,f3342,f4439,f5168,f60,item64,item17,item104
f183,f20,f3342,f4439,f5168,f60,item104,item64,item37
f183,f20,f3342,f4439,f5168,f60,item37,item104,item45
f183,f20,f3342,f4439,f5168,f60,item45,item37,item26
f183,f20,f3342,f4439,f5168,f60,item26,item45,item102
f183,f20,f3342,f4439,f5168,f60,item102,item26,item47
f183,f20,f3342,f4439,f5168,f60,item47,item102,item7
f183,f20,f3342,f4439,f5168,f60,item7,item47,item6
f183,f20,f3342,f4439,f5168,f60,item6,item7,item114
f1151,f20,f3172,f4440,f5274,f60,item0,item0,item61
f1151,f20,f3172,f4440,f5274,f60,item61,item0,item129
f1151,f20,f3172,f4440,f5274,f60,item129,item61,item5
f1151,f20,f3172,f4440,f5274,f60,item5,item129,item5
f1151,f20,f3172,f4440,f5274,f60,item5,item5,item41
f1151,f20,f3172,f4440,f5274,f60,item41,item5,item60
f1151,f20,f3172,f4440,f5274,f60,item60,item41,item41
f1151,f20,f3172,f4440,f5274,f60,item41,item60,item61
f1151,f20,f3172,f4440,f5274,f60,item61,item41,item47
f1151,f20,f3172,f4440,f5274,f60,item47,item61,item34
f1151,f20,f3172,f4440,f5274,f60,item34,item47,item34
f1151,f20,f3172,f4440,f5274,f60,item34,item34,item36
f1151,f20,f3172,f4440,f5274,f60,item36,item34,item5
f1151,f20,f3172,f4440,f5274,f60,item5,item36,item5
f1151,f20,f3172,f4440,f5274,f60,item5,item5,item47
f1151,f20,f3172,f4440,f5274,f60,item47,item5,item102
f1151,f20,f3172,f4440,f5274,f60,item102,item47,item47
f1151,f20,f3172,f4440,f5274,f60,item47,item102,item102
f1151,f20,f3172,f4440,f5274,f60,item102,item47,item47
f1151,f20,f3172,f4440,f5274,f60,item47,item102,item5
f1151,f20,f3172,f4440,f5274,f60,item5,item47,item61
f139,f20,f3343,f4441,f529,f60,item0,item0,item31
f139,f20,f3343,f4441,f529,f60,item31,item0,item2
f113,f20,f3344,f4442,f5275,f60,item0,item0,item71
f113,f20,f3344,f4442,f5275,f60,item71,item0,item71
f113,f20,f3344,f4442,f5275,f60,item71,item71,item71
f113,f20,f3344,f4442,f5275,f60,item71,item71,item78
f113,f20,f3344,f4442,f5275,f60,item78,item71,item71
f113,f20,f3344,f4442,f5275,f60,item71,item78,item77
f113,f20,f3344,f4442,f5275,f60,item77,item71,item72
f113,f20,f3344,f4442,f5275,f60,item72,item77,item71
f113,f20,f3344,f4442,f5275,f60,item71,item72,item21
f1127,f20,f3215,f4443,f5189,f60,item0,item0,item25
f1127,f20,f3215,f4443,f5189,f60,item25,item0,item2
f1127,f20,f3215,f4443,f5189,f60,item2,item25,item16
f1127,f20,f3215,f4443,f5189,f60,item16,item2,item17
f1127,f20,f3215,f4443,f5189,f60,item17,item16,item15
f1127,f20,f3215,f4443,f5189,f60,item15,item17,item15
f1127,f20,f3215,f4443,f5189,f60,item15,item15,item24
f1127,f20,f3215,f4443,f5189,f60,item24,item15,item140
f1127,f20,f3215,f4443,f5189,f60,item140,item24,item1
f1127,f20,f3215,f4443,f5189,f60,item1,item140,item2
f1127,f20,f3215,f4443,f5189,f60,item2,item1,item25
f1127,f20,f3215,f4443,f5189,f60,item25,item2,item23
f1127,f20,f3215,f4443,f5189,f60,item23,item25,item25
f1127,f20,f3215,f4443,f5189,f60,item25,item23,item2
f1127,f20,f3215,f4443,f5189,f60,item2,item25,item146
f1127,f20,f3215,f4443,f5189,f60,item146,item2,item121
f1127,f20,f3215,f4443,f5189,f60,item121,item146,item25
f1127,f20,f3215,f4443,f5189,f60,item25,item121,item2
f1127,f20,f3215,f4443,f5189,f60,item2,item25,item25
f1127,f20,f3215,f4443,f5189,f60,item25,item2,item121
f1127,f20,f3215,f4443,f5189,f60,item121,item25,item15
f1127,f20,f3215,f4443,f5189,f60,item15,item121,item113
f1127,f20,f3215,f4443,f5189,f60,item113,item15,item40
f1127,f20,f3215,f4443,f5189,f60,item40,item113,item16
f1127,f20,f3215,f4443,f5189,f60,item16,item40,item15
f1127,f20,f3215,f4443,f5189,f60,item15,item16,item26
f1127,f20,f3215,f4443,f5189,f60,item26,item15,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item26,item122
f1127,f20,f3215,f4443,f5189,f60,item122,item89,item112
f1127,f20,f3215,f4443,f5189,f60,item112,item122,item43
f1127,f20,f3215,f4443,f5189,f60,item43,item112,item37
f1127,f20,f3215,f4443,f5189,f60,item37,item43,item7
f1127,f20,f3215,f4443,f5189,f60,item7,item37,item7
f1127,f20,f3215,f4443,f5189,f60,item7,item7,item6
f1127,f20,f3215,f4443,f5189,f60,item6,item7,item113
f1127,f20,f3215,f4443,f5189,f60,item113,item6,item118
f1127,f20,f3215,f4443,f5189,f60,item118,item113,item4
f1127,f20,f3215,f4443,f5189,f60,item4,item118,item7
f1127,f20,f3215,f4443,f5189,f60,item7,item4,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item7,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item89,item37
f1127,f20,f3215,f4443,f5189,f60,item37,item89,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item37,item59
f1127,f20,f3215,f4443,f5189,f60,item59,item89,item42
f1127,f20,f3215,f4443,f5189,f60,item42,item59,item42
f1127,f20,f3215,f4443,f5189,f60,item42,item42,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item42,item104
f1127,f20,f3215,f4443,f5189,f60,item104,item89,item3
f1127,f20,f3215,f4443,f5189,f60,item3,item104,item9
f1127,f20,f3215,f4443,f5189,f60,item9,item3,item134
f1127,f20,f3215,f4443,f5189,f60,item134,item9,item5
f1127,f20,f3215,f4443,f5189,f60,item5,item134,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item5,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item89,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item89,item5
f1127,f20,f3215,f4443,f5189,f60,item5,item89,item12
f1127,f20,f3215,f4443,f5189,f60,item12,item5,item144
f1127,f20,f3215,f4443,f5189,f60,item144,item12,item46
f1127,f20,f3215,f4443,f5189,f60,item46,item144,item47
f1127,f20,f3215,f4443,f5189,f60,item47,item46,item13
f1127,f20,f3215,f4443,f5189,f60,item13,item47,item86
f1127,f20,f3215,f4443,f5189,f60,item86,item13,item46
f1127,f20,f3215,f4443,f5189,f60,item46,item86,item118
f1127,f20,f3215,f4443,f5189,f60,item118,item46,item11
f1127,f20,f3215,f4443,f5189,f60,item11,item118,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item11,item46
f1127,f20,f3215,f4443,f5189,f60,item46,item89,item13
f1127,f20,f3215,f4443,f5189,f60,item13,item46,item46
f1127,f20,f3215,f4443,f5189,f60,item46,item13,item13
f1127,f20,f3215,f4443,f5189,f60,item13,item46,item46
f1127,f20,f3215,f4443,f5189,f60,item46,item13,item26
f1127,f20,f3215,f4443,f5189,f60,item26,item46,item47
f1127,f20,f3215,f4443,f5189,f60,item47,item26,item59
f1127,f20,f3215,f4443,f5189,f60,item59,item47,item44
f1127,f20,f3215,f4443,f5189,f60,item44,item59,item43
f1127,f20,f3215,f4443,f5189,f60,item43,item44,item4
f1127,f20,f3215,f4443,f5189,f60,item4,item43,item6
f1127,f20,f3215,f4443,f5189,f60,item6,item4,item24
f1127,f20,f3215,f4443,f5189,f60,item24,item6,item21
f1127,f20,f3215,f4443,f5189,f60,item21,item24,item24
f1127,f20,f3215,f4443,f5189,f60,item24,item21,item20
f1127,f20,f3215,f4443,f5189,f60,item20,item24,item24
f1127,f20,f3215,f4443,f5189,f60,item24,item20,item61
f1127,f20,f3215,f4443,f5189,f60,item61,item24,item60
f1127,f20,f3215,f4443,f5189,f60,item60,item61,item63
f1127,f20,f3215,f4443,f5189,f60,item63,item60,item20
f1127,f20,f3215,f4443,f5189,f60,item20,item63,item24
f1127,f20,f3215,f4443,f5189,f60,item24,item20,item20
f1127,f20,f3215,f4443,f5189,f60,item20,item24,item86
f1127,f20,f3215,f4443,f5189,f60,item86,item20,item11
f1127,f20,f3215,f4443,f5189,f60,item11,item86,item13
f1127,f20,f3215,f4443,f5189,f60,item13,item11,item144
f1127,f20,f3215,f4443,f5189,f60,item144,item13,item37
f1127,f20,f3215,f4443,f5189,f60,item37,item144,item3
f1127,f20,f3215,f4443,f5189,f60,item3,item37,item11
f1127,f20,f3215,f4443,f5189,f60,item11,item3,item13
f1127,f20,f3215,f4443,f5189,f60,item13,item11,item144
f1127,f20,f3215,f4443,f5189,f60,item144,item13,item20
f1127,f20,f3215,f4443,f5189,f60,item20,item144,item3
f1127,f20,f3215,f4443,f5189,f60,item3,item20,item26
f1127,f20,f3215,f4443,f5189,f60,item26,item3,item20
f1127,f20,f3215,f4443,f5189,f60,item20,item26,item11
f1127,f20,f3215,f4443,f5189,f60,item11,item20,item144
f1127,f20,f3215,f4443,f5189,f60,item144,item11,item118
f1127,f20,f3215,f4443,f5189,f60,item118,item144,item144
f1127,f20,f3215,f4443,f5189,f60,item144,item118,item11
f1127,f20,f3215,f4443,f5189,f60,item11,item144,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item11,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item89,item3
f1127,f20,f3215,f4443,f5189,f60,item3,item89,item26
f1127,f20,f3215,f4443,f5189,f60,item26,item3,item49
f1127,f20,f3215,f4443,f5189,f60,item49,item26,item124
f1127,f20,f3215,f4443,f5189,f60,item124,item49,item50
f1127,f20,f3215,f4443,f5189,f60,item50,item124,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item50,item144
f1127,f20,f3215,f4443,f5189,f60,item144,item89,item11
f1127,f20,f3215,f4443,f5189,f60,item11,item144,item59
f1127,f20,f3215,f4443,f5189,f60,item59,item11,item13
f1127,f20,f3215,f4443,f5189,f60,item13,item59,item11
f1127,f20,f3215,f4443,f5189,f60,item11,item13,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item11,item122
f1127,f20,f3215,f4443,f5189,f60,item122,item89,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item122,item13
f1127,f20,f3215,f4443,f5189,f60,item13,item89,item112
f1127,f20,f3215,f4443,f5189,f60,item112,item13,item112
f1127,f20,f3215,f4443,f5189,f60,item112,item112,item20
f1127,f20,f3215,f4443,f5189,f60,item20,item112,item33
f1127,f20,f3215,f4443,f5189,f60,item33,item20,item20
f1127,f20,f3215,f4443,f5189,f60,item20,item33,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item20,item49
f1127,f20,f3215,f4443,f5189,f60,item49,item89,item124
f1127,f20,f3215,f4443,f5189,f60,item124,item49,item50
f1127,f20,f3215,f4443,f5189,f60,item50,item124,item21
f1127,f20,f3215,f4443,f5189,f60,item21,item50,item24
f1127,f20,f3215,f4443,f5189,f60,item24,item21,item8
f1127,f20,f3215,f4443,f5189,f60,item8,item24,item27
f1127,f20,f3215,f4443,f5189,f60,item27,item8,item50
f1127,f20,f3215,f4443,f5189,f60,item50,item27,item13
f1127,f20,f3215,f4443,f5189,f60,item13,item50,item27
f1127,f20,f3215,f4443,f5189,f60,item27,item13,item29
f1127,f20,f3215,f4443,f5189,f60,item29,item27,item11
f1127,f20,f3215,f4443,f5189,f60,item11,item29,item12
f1127,f20,f3215,f4443,f5189,f60,item12,item11,item18
f1127,f20,f3215,f4443,f5189,f60,item18,item12,item92
f1127,f20,f3215,f4443,f5189,f60,item92,item18,item103
f1127,f20,f3215,f4443,f5189,f60,item103,item92,item131
f1127,f20,f3215,f4443,f5189,f60,item131,item103,item92
f1127,f20,f3215,f4443,f5189,f60,item92,item131,item75
f1127,f20,f3215,f4443,f5189,f60,item75,item92,item131
f1127,f20,f3215,f4443,f5189,f60,item131,item75,item101
f1127,f20,f3215,f4443,f5189,f60,item101,item131,item51
f1127,f20,f3215,f4443,f5189,f60,item51,item101,item51
f1127,f20,f3215,f4443,f5189,f60,item51,item51,item18
f1127,f20,f3215,f4443,f5189,f60,item18,item51,item16
f1127,f20,f3215,f4443,f5189,f60,item16,item18,item16
f1127,f20,f3215,f4443,f5189,f60,item16,item16,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item16,item13
f1127,f20,f3215,f4443,f5189,f60,item13,item89,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item13,item160
f1127,f20,f3215,f4443,f5189,f60,item160,item89,item18
f1127,f20,f3215,f4443,f5189,f60,item18,item160,item89
f1127,f20,f3215,f4443,f5189,f60,item89,item18,item11
f1127,f20,f3215,f4443,f5189,f60,item11,item89,item144
f1127,f20,f3215,f4443,f5189,f60,item144,item11,item11
f1127,f20,f3215,f4443,f5189,f60,item11,item144,item27
f1127,f20,f3215,f4443,f5189,f60,item27,item11,item29
f1127,f20,f3215,f4443,f5189,f60,item29,item27,item6
f1127,f20,f3215,f4443,f5189,f60,item6,item29,item15
f143,f20,f3132,f4444,f5108,f60,item0,item0,item17
f143,f20,f3132,f4444,f5108,f60,item17,item0,item17
f143,f20,f3132,f4444,f5108,f60,item17,item17,item17
f143,f20,f3132,f4444,f5108,f60,item17,item17,item17
f143,f20,f3132,f4444,f5108,f60,item17,item17,item17
f143,f20,f3132,f4444,f5108,f60,item17,item17,item17
f143,f20,f3132,f4444,f5108,f60,item17,item17,item17
f143,f20,f3132,f4444,f5108,f60,item17,item17,item17
f143,f20,f3132,f4444,f5108,f60,item17,item17,item17
f143,f20,f3132,f4444,f5108,f60,item17,item17,item17
f143,f20,f3132,f4444,f5108,f60,item17,item17,item17
f143,f20,f3132,f4444,f5108,f60,item17,item17,item17
f143,f20,f3132,f4444,f5108,f60,item17,item17,item17
f15,f20,f3158,f4445,f559,f60,item0,item0,item7
f15,f20,f3158,f4445,f559,f60,item7,item0,item43
f15,f20,f3158,f4445,f559,f60,item43,item7,item7
f15,f20,f3158,f4445,f559,f60,item7,item43,item43
f15,f20,f3158,f4445,f559,f60,item43,item7,item39
f15,f20,f3158,f4445,f559,f60,item39,item43,item37
f15,f20,f3158,f4445,f559,f60,item37,item39,item66
f15,f20,f3158,f4445,f559,f60,item66,item37,item37
f15,f20,f3158,f4445,f559,f60,item37,item66,item39
f15,f20,f3158,f4445,f559,f60,item39,item37,item36
f15,f20,f3158,f4445,f559,f60,item36,item39,item52
